,accepted,date,groupNm,lat,limit,lon,place,title,waiting
1106,8,2016-11-21, ,35.696575200000,10.0,139.771830100000,コワーキングスペース秋葉原Weeyble,['人工知能大学 自主勉強会 by Team AI\u300011/21(月)'],0
1107,42,2016-11-19,【フリースタイル】もくもく会,35.696031100000,60.0,139.690523000000,ポート株式会社(住友不動産新宿グランドタワー12F),['第22回【フリースタイル】PORTもくもく会【学生歓迎！】'],0
1108,43,2016-11-12,PyCon JP,34.386005700000,55.0,132.453926000000,広島市立大学 サテライトキャンパス,['PyCon mini Hiroshima 2016'],0
1109,4,2016-11-19,PyCon JP,43.054535600000,25.0,141.354524000000,石鍋亭,['Python Boot Camp in 札幌 懇親会'],0
1110,20,2016-11-15,機械学習、深層学習、ビックデータ、人工知能、汎用人工知能 勉強会,35.696575200000,20.0,139.771830100000,コワーキングスペース秋葉原 Weeyble（ウィーブル),['[第2回]人工知能 ディープラーニング入門 勉強会「初心者歓迎！！」増員しました。'],34
1111,56,2016-11-14,Data Visualization Japan,35.676097000000,60.0,139.768708700000,Twitter Japan,['D3.jsで学ぶデータビジュアライゼーション'],0
1112,6,2016-11-14,JAWS-UG朝会,35.631459700000,18.0,139.714035100000,アマゾンウェブサービスジャパン,['JAWS-UG朝会 #8 datadog-process-rds-metrics (前編)'],0
1113,10,2016-11-19,姫路IT系勉強会,34.829948800000,,134.690621600000,姫路獨協大学駅前サテライト,['姫路IT系勉強会 2016.11'],0
1114,41,2016-11-14,BASE,35.657988700000,50.0,139.696129200000,geechs,['PAY Conference #02'],0
1115,10,2016-11-12, ,26.252700500000,13.0,127.766406100000,琉球大学 地域創生総合研究棟,['PythonBeginners沖縄(仮) 5'],0
1116,0,2016-11-23,DjangoGirls Japan,35.682820300000,10.0,139.739030000000,株式会社CRE-CO,['Django Girls Meetup 2016 vol.2'],0
1117,13,2016-11-10,機械学習、深層学習、ビックデータ、人工知能、汎用人工知能 勉強会,35.696575200000,13.0,139.771830100000,コワーキングスペース秋葉原 Weeyble（ウィーブル),['[第1回]人工知能 ディープラーニング入門 勉強会「初心者歓迎！！」2回以降を公開しました。'],52
1118,17,2016-11-19,大阪PRML読書会,,25.0,,Skype & Slack,['行列プログラマー オンライン読書会#1'],0
1119,0,2016-11-21,"TOPGATE, Inc.",33.593257200000,95.0,130.404262500000,アクア博多,['【福岡】CPB100: GCP Big Data & ML Fundamentals'],0
1120,0,2016-11-19,"TOPGATE, Inc.",34.681097500000,90.0,135.502326500000,ハートンホール本町,['【大阪】CPB100: GCP Big Data & ML Fundamentals'],0
1121,0,2016-11-30,"TOPGATE, Inc.",35.700524700000,120.0,139.772507700000,秋葉原UDX 4F UDXギャラリーネクスト NEXT-2,['【秋葉原】CPB100: GCP Big Data & ML Fundamentals'],0
1122,202,2016-11-09,Serverless,35.626610400000,202.0,139.740987400000,日本マイクロソフト株式会社,['Serverless Meetup Tokyo'],61
1123,1,2016-11-09,サポーターズ勉強会,35.655319500000,15.0,139.693779500000,サポーターズオフィス,['【学生＆若手エンジニア向け勉強会】プログラミング言語Julia概論'],0
1124,5,2016-11-09,GEEKLAB.NAGANO,36.649238900000,,138.182391500000,ギークラボ長野,['みんなのPython勉強会 in GEEKLAB.NAGANO #11'],0
1125,6,2016-11-11,白ヤギコーポレーション,35.670478600000,8.0,139.687521300000,白ヤギコーポレーション,['白ヤギデータサイエンス教育プログラム説明会'],0
1126,22,2016-11-12,CrowdWorks,35.642363300000,25.0,139.713453100000,クラウドワークス,['【学生歓迎】第3回もくもく会：クラウドワークスがカフェ代わりに！？【社会人も歓迎】'],0
1127,19,2016-11-05, ,43.059540200000,50.0,141.336972700000,札幌市教育文化会館 302室,['Boost.勉強会 #21 札幌'],0
1128,8,2016-11-12, ,35.696575200000,10.0,139.771830100000,コワーキングスペース秋葉原Weeyble,['【学生歓迎】コードを書かずに機械学習体験！AzureMachineLearning もくもく会'],0
1129,16,2016-11-05,マーケティング×統計学,35.699555600000,18.0,139.780737800000,Akiba code,['【初回】「自然言語処理の基礎(奥村 学)」輪読会'],0
1130,13,2016-11-05,マーケティング×統計学,35.699555600000,18.0,139.780737800000,Akiba code,['【初回】「入門 自然言語処理(NLP with Python)」輪読会'],0
1131,17,2016-11-05,マーケティング×統計学,35.699555600000,18.0,139.780737800000,Akiba code,['【初回】「言語処理のための機械学習入門」輪読会'],1
1132,2,2016-11-11,神戸Pythonの会,34.689908000000,,135.193219800000,神戸デジタル・ラボ 10F セミナールーム,['神戸Pythonの会 Meetup #3'],0
1133,19,2016-11-13,GCPUG Tokyo,35.660532900000,20.0,139.701006500000,夢エデュケーション　渋谷セミナールーム,['GAE/GoでChat botハッカソン'],0
1134,5,2016-11-20,タネマキGAE,35.461116800000,8.0,139.615507400000,タネマキ,['GAE (Go/Python) もくもく勉強会 in 横浜タネマキ vol.35'],0
1135,25,2016-11-02,オトナのプログラミング勉強会,32.799809000000,25.0,130.708227300000,未来会議室,['オトナのDeep Learning'],1
1136,20,2016-11-06, ,35.640829800000,20.0,139.702623600000,Pythonキャリアカレッジ,['深層学習（ディープラーニング）入門勉強会'],19
1137,16,2016-11-19,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#2】「ゼロから作るDeep Learning ―Pythonで学ぶ理論と実装」輪読会'],16
1138,14,2016-11-19,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【最終回】『ITエンジニアのための機械学習理論入門』輪読会'],0
1139,7,2016-11-10,Python ボルダリング部,35.704881700000,,139.618661500000,B-PUMP 荻窪店,['Python ボルダリング部 #87'],0
1140,4,2016-11-22,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u300011月22日（ほぼ毎週開催）'],0
1141,15,2016-11-15,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u300011月15日（ほぼ毎週開催）'],1
1142,9,2016-11-13,IoTものづくり勉強会,35.446655200000,10.0,139.637757200000,Fablab kannai (407号室),['【満員御礼】raspberryPiロボットカー勉強会（１１月）'],0
1143,8,2016-11-13,IoTものづくり勉強会,35.446655200000,10.0,139.637757200000,Fablab kannai (407号室),['【追加開催】raspberryPiロボットカー勉強会（１１月）'],0
1144,5,2016-11-02,白ヤギコーポレーション,35.670478600000,8.0,139.687521300000,白ヤギコーポレーション,['白ヤギデータサイエンス教育プログラム説明会'],0
1145,12,2016-11-08,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u300011月8日（ほぼ毎週開催）'],0
1146,12,2016-11-01,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u300011月1日（ほぼ毎週開催）'],0
1147,28,2016-11-13,SOLEIL DATA DOJO,34.720682600000,30.0,135.417199800000,税理士荒巻政文事務所（阪神尼崎駅より徒歩３分）,['TensorFlow勉強会#10'],0
1148,25,2016-11-13,SOLEIL DATA DOJO,34.720682600000,30.0,135.417199800000,税理士荒巻政文事務所（阪神尼崎駅より徒歩３分）,['尼崎Pythonの会#10'],0
1149,4,2016-11-16,Plone JP,35.707590800000,10.0,139.778459800000,CMSコミュニケーションズ,['Plone研究会第52期 #3'],0
1150,19,2016-11-12,Python mini Hack-a-thon,35.686419300000,20.0,139.703462800000,ビープラウド会議室,['(第70回)Python mini Hack-a-thon'],0
1151,7,2016-11-02,GCPUG Nagoya,35.166462400000,7.0,136.910334000000,栄メンバーズオフィスビル,['GCPUG Nagoya #2'],2
1152,0,2016-11-12,IoT縛りの勉強会! IoTLT,34.386005700000,,132.453926000000,後日発表,['広島版IoT縛りの勉強会\x10! IoTLT広島 Vol.4@PyCon mini Hiroshima'],0
1153,15,2016-11-26,一般社団法人Pythonエンジニア育成推進協会,33.586524500000,15.0,130.398726800000,フロイデ株式会社　福岡本社　セミナールーム,['【福岡】Python3エンジニア認定基礎ベータ試験（フロイデ開催回）'],4
1154,40,2016-11-07,一般社団法人Pythonエンジニア育成推進協会,35.685400600000,40.0,139.740574000000,株式会社クリーク・アンド・リバー社　2F　レインボーホール,['Python3エンジニア認定基礎ベータ試験（一般向け第一回）'],36
1155,7,2016-12-13,GEEKLAB.NAGANO,36.649238900000,15.0,138.182391500000,GEEKLAB長野,['長野ディープラーニングハンズオン準備勉強会(第5回)'],0
1156,14,2016-12-06,GEEKLAB.NAGANO,36.649238900000,15.0,138.182391500000,GEEKLAB長野,['長野ディープラーニングハンズオン準備勉強会(第4回)'],0
1157,129,2016-12-07,Start Python Club,35.685400600000,150.0,139.740574000000,クリーク・アンド・リバー社,['みんなのPython勉強会#19'],0
1158,42,2016-12-11,Serverless,43.058450100000,,141.355571100000,CINEMA CAFE,['Serverless Meetup Sapporo'],0
1159,5,2016-12-26, ,,10.0,,#HiveShibuya,['【先着10名】『脱ブラックボックス！』未経験者向け機械学習セミナー'],0
1160,29,2016-12-27,機械学習、深層学習、ビックデータ、人工知能、汎用人工知能 勉強会,35.696575200000,40.0,139.771830100000,コワーキングスペース秋葉原 Weeyble（ウィーブル),['ゼロから作るDeep Learning輪読 AND 勉強会「４章ニューラルネットの学習前半'],0
1161,67,2016-12-23,ウマナリティクス～競馬×データサイエンス～,35.668311800000,84.0,139.769350500000,株式会社ドワンゴ セミナールーム,['ウマナリティクス #2'],0
1162,42,2016-12-23,【フリースタイル】もくもく会,35.696031100000,60.0,139.690523000000,ポート株式会社(住友不動産新宿グランドタワー12F),['第23回【フリースタイル】PORTもくもく会【学生歓迎！】'],0
1163,105,2016-12-22,PyData.Tokyo,35.658774900000,105.0,139.705222800000,YouTube,['PyData JP FM (仮) 第0回'],0
1164,23,2016-12-21,白ヤギコーポレーション,,24.0,,ヤフー株式会社,['Pythonで動かして学ぶ機械学習入門 最終回 (全4回)'],2
1165,1,2016-12-21, ,35.696575200000,10.0,139.771830100000,コワーキングスペース秋葉原Weeyble,"['【学生・初心者歓迎】人工知能大学 ""Ruby""自主勉強会 by Team AI 12/21（水）']",0
1166,25,2016-12-20,機械学習、深層学習、ビックデータ、人工知能、汎用人工知能 勉強会,35.696575200000,33.0,139.771830100000,コワーキングスペース秋葉原 Weeyble（ウィーブル),['ゼロから作るDeep Learning輪読 AND 勉強会「３章ニィーラルネットワーク後半'],0
1167,12,2016-12-28,オトナのプログラミング勉強会,32.789492700000,15.0,130.690259800000,えきまえスペース,['Deep Learning環境構築＆もくもく会'],0
1168,8,2016-12-17,CAMPHOR-,35.024896300000,20.0,135.776909100000,CAMPHOR- HOUSE,['プログラミング言語入門大会'],0
1169,6,2016-12-19,JAWS-UG朝会,35.631459700000,18.0,139.714035100000,アマゾンウェブサービスジャパン,['JAWS-UG朝会 #9 datadog-process-rds-metrics (後編)'],0
1170,17,2016-12-18,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#3】「Pythonによるデータ分析入門 ―NumPy、pandasを使ったデータ処理」'],3
1171,15,2016-12-23,大阪PRML読書会,,25.0,,Skype & Slack,['行列プログラマー オンライン読書会#6'],0
1172,77,2016-12-17,合同勉強会 in 大都会岡山,34.691430600000,103.0,133.779155400000,岡山県立大学 学部共通棟（南）8206室,['合同勉強会 in 大都会岡山 -2016 Winter-'],0
1173,11,2016-12-17,姫路IT系勉強会,34.829948800000,,134.690621600000,姫路獨協大学駅前サテライト,['姫路IT系勉強会 2016.12'],0
1174,17,2016-12-18,もくもくスタディ,35.710938400000,20.0,139.589458400000,東京女子大学9号館202教室,['第2回 Python機械学習プログラミング読書勉強会'],0
1175,65,2016-12-16,meetup app,35.665605600000,120.0,139.739416500000,株式会社gloops 5Fハングアウトフィールド,['meetup app tokyo@2'],0
1176,11,2016-12-17,オープンCAE勉強会＠関西,34.705344600000,,135.494643200000,ダイキン ソリューションプラザ「フーハ大阪」,['(12/17土)第53回 オープンCAE勉強会@関西＆忘年会'],0
1177,18,2016-12-17,PyData.Okinawa,26.336787400000,20.0,127.800408600000,Startup Cafe Koza,['PyData.Okinawa Meetup #20 - Kerasで時系列学習'],0
1178,31,2016-12-15, ,35.647946900000,40.0,139.747194400000,株式会社ユーザローカル,['人工知能 ディープラーニング勉強会【院生・学部生対象】'],0
1179,4,2016-12-17,PyEhime,33.854177400000,10.0,132.752257000000,元町珈琲 松山中央の離れ,['PyEhime もくもく勉強会'],0
1180,54,2016-12-19,BPStudy,35.682438700000,62.0,139.701713900000,国際英語学校代々木教会ビル会場 大会議室6Ｆ,['Baseball Play Study 2016冬(BPStudy#112)'],0
1181,10,2016-12-20, ,35.696575200000,15.0,139.771830100000,コワーキングスペース秋葉原Weeyble,['【学生歓迎】人工知能大学”Python”自主勉強会 by Team AI 12/20(火)'],0
1182,38,2016-12-12,Tech-Circle,35.695020100000,53.0,139.689092600000,bit & innovation (TIS株式会社),['試してわかるSDN～Tremaではじめるパケット生成ハンズオン～'],0
1183,7,2016-12-14, ,35.696575200000,10.0,139.771830100000,コワーキングスペース秋葉原Weeyble,"['【学生・初心者歓迎】人工知能大学 ""Ruby""自主勉強会 by Team AI 12/14(水)']",0
1184,4,2016-12-13, ,35.696575200000,10.0,139.771830100000,コワーキングスペース秋葉原Weeyble,['【学生歓迎】人工知能大学”Python”自主勉強会 by Team AI 12/13(火)'],0
1185,68,2016-12-31, ,,,,,['Python試験マスコット\u3000命名アンケート'],0
1186,12,2016-12-23,Python ボルダリング部,35.743670000000,,139.681535300000,Base Camp Tokyo,['Python ボルダリング部 #89 忘年会 2016'],0
1187,8,2016-12-12,一般社団法人Pythonエンジニア育成推進協会,35.685862400000,10.0,139.764169700000,プライム・ストラテジー本社,['Python3エンジニア認定基礎ベータ試験（12月12日プライム・ストラテジー開催回）'],30
1188,10,2016-12-17,大阪PRML読書会,,25.0,,Skype & Slack,['行列プログラマー オンライン読書会#5'],0
1189,25,2016-12-10,セキュリティもみじ,34.366613500000,50.0,132.469636300000,県立広島大学 広島ｷｬﾝﾊﾟｽ2455教室,['第29回セキュリティもみじセミナー'],0
1190,3,2016-12-10,エンたま,35.704860300000,16.0,139.771446500000,COTegg Inc.オフィス,['エンたまもくもく会(Web系技術)#2'],0
1191,21,2016-12-13,機械学習、深層学習、ビックデータ、人工知能、汎用人工知能 勉強会,35.696575200000,26.0,139.771830100000,コワーキングスペース秋葉原 Weeyble（ウィーブル),['ゼロから作るDeep Learning輪読 AND 勉強会「３章ニィーラルネットワーク前半」'],0
1192,22,2016-12-07,オトナのプログラミング勉強会,32.799809000000,27.0,130.708227300000,未来会議室,['第2回オトナのDeep Learning'],0
1193,15,2016-12-20,Hacker’s Free Space,35.682820300000,23.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u300012月20日（Python基礎基礎Special 2/2）'],0
1194,3,2016-12-20,Hacker’s Free Space,35.682820300000,8.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u300012月20日（ほぼ毎週開催）'],0
1195,13,2016-12-27,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u300012月27日（ほぼ毎週開催）'],0
1196,7,2016-12-20, ,35.657683600000,30.0,139.743587900000,01Booster,['ビジネスパーソン向けやさしいディープラーニング体験ワークショップ12月20日開催'],0
1197,31,2016-12-06,機械学習、深層学習、ビックデータ、人工知能、汎用人工知能 勉強会,35.696575200000,37.0,139.771830100000,コワーキングスペース秋葉原 Weeyble（ウィーブル),['ゼロから作るDeep Learning輪読 AND 勉強会「２章パーセプトロン」'],0
1198,3,2016-12-07,GEEKLAB.NAGANO,36.649238900000,,138.182391500000,ギークラボ長野,['【音質・画質UP】みんなのPython勉強会リモート中継 in GEEKLAB.NAGANO #12'],0
1199,85,2016-12-03, ,35.658030700000,85.0,139.708864200000,株式会社mixi,['3DCG Meetup #10'],19
1200,3,2016-12-07, ,35.696575200000,10.0,139.771830100000,コワーキングスペース秋葉原Weeyble,"['【学生・初心者歓迎】人工知能大学 ""Ruby""自主勉強会 by Team AI 12/7(水)']",0
1201,0,2016-12-08,Deep Learning 自習会,35.686402100000,10.0,139.703513600000,某社会議室,['機械学習本かDeep Learning本で勉強会'],0
1202,11,2016-12-10,大阪PRML読書会,,25.0,,Skype & Slack,['行列プログラマー オンライン読書会#4'],0
1203,20,2016-12-02,フロイデ株式会社,33.888000600000,100.0,130.885790300000,小倉fabbit ライブラリスペース,['【無料託児付】西日本にいながら”IT界隈の人”になったエンジニアと交流する会in北九州'],0
1204,34,2016-12-15,「ゼロから作るDeepLearning」読書会 in YOKOHAMA,35.446655200000,293.0,139.637757200000,さくらWORKS＜関内＞,['「ゼロから作るDeepLearning」読書会 in YOKOHAMA -- vol.2'],0
1205,50,2016-12-01,「ゼロから作るDeepLearning」読書会 in YOKOHAMA,35.446655200000,293.0,139.637757200000,さくらWORKS＜関内＞,['「ゼロから作るDeepLearning」読書会 in YOKOHAMA -- vol.1'],0
1206,16,2016-12-11,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#2】「言語処理のための機械学習入門」輪読会'],4
1207,9,2016-12-04,もくもくスタディ,35.625553100000,10.0,139.722873500000,株式会社クレジットエンジン,['第1回 Python機械学習プログラミング読書勉強会'],15
1208,2,2016-12-08,Deep Learning 自習会,,,,,['機械学習本かDeep Learning本で勉強会'],0
1209,8,2016-12-17,MGTカレッジ,35.696006400000,20.0,139.698533200000,ＭＧＴカレッジ新宿校,['Pythonによるデータ分析演習'],0
1210,10,2016-12-11,PyLadies Tokyo,35.691723300000,20.0,139.691089700000,オープンストリーム 9F 大会議室,['PyLadies Tokyo Meetup #17'],0
1211,14,2016-12-03,大阪PRML読書会,,25.0,,Skype & Slack,['行列プログラマー オンライン読書会#3'],0
1212,4,2016-12-06,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u300012月6日（本日のみメンター不在）'],0
1213,10,2016-12-16,神戸Pythonの会,34.689908000000,10.0,135.193219800000,神戸デジタル・ラボ 10F セミナールーム,['神戸Pythonの会 Django  Meetup #2'],0
1214,16,2016-12-11,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#2】「自然言語処理の基礎(奥村 学)」輪読会'],0
1215,17,2016-12-18,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【初回】『Python機械学習プログラミング』勉強会'],21
1216,17,2016-12-18,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#3】「ゼロから作るDeep Learning ―Pythonで学ぶ理論と実装」輪読会'],1
1217,25,2016-12-11,SOLEIL DATA DOJO,34.720682600000,30.0,135.417199800000,税理士荒巻政文事務所（阪神尼崎駅より徒歩３分）,['TensorFlow勉強会#11'],0
1218,19,2016-12-11,SOLEIL DATA DOJO,34.720682600000,30.0,135.417199800000,税理士荒巻政文事務所（阪神尼崎駅より徒歩３分）,['尼崎Pythonの会#11'],0
1219,3,2016-12-14,Plone JP,35.707590800000,10.0,139.778459800000,CMSコミュニケーションズ,['Plone研究会第53期 #1'],0
1220,5,2016-12-03,タネマキGAE,35.461116800000,8.0,139.615507400000,タネマキ,['GAE (Go/Python) もくもく勉強会 in 横浜タネマキ vol.36'],0
1221,6,2016-12-08,Python ボルダリング部,35.743647800000,,139.681726900000,Base Camp Tokyo,['Python ボルダリング部 #88'],0
1222,9,2016-12-11,IoTものづくり勉強会,35.446655200000,10.0,139.637757200000,Fablab kannai (407号室),['【２回目以降】raspberryPiロボットカー勉強会（１２月）＆中華ランチ懇親会'],0
1223,8,2016-12-11,IoTものづくり勉強会,35.446655200000,10.0,139.637757200000,Fablab kannai (407号室),['【初回参加】raspberryPiロボットカー勉強会（１２月）＆中華ランチ懇親会'],0
1224,20,2016-12-10,Python mini Hack-a-thon,35.686419300000,20.0,139.703462800000,ビープラウド会議室,['(第71回)Python mini Hack-a-thon'],3
1225,10,2016-12-13,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u300012月13日（ほぼ毎週開催）'],0
1226,0,2016-12-05,"TOPGATE, Inc.",35.171965300000,111.0,136.929548800000,imyホール,['【名古屋】CPB100: GCP Big Data & ML Fundamentals'],0
1227,0,2016-12-03,"TOPGATE, Inc.",43.066297200000,150.0,141.349415200000,ACU-Y,['【札幌】CPB100: GCP Big Data & ML Fundamentals'],0
1228,0,2016-12-16,"TOPGATE, Inc.",34.706008500000,150.0,135.501993600000,梅田センタービル,['【大阪】CPB100: GCP Big Data & ML Fundamentals'],0
1229,16,2016-12-11,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#2】「入門 自然言語処理(NLP with Python)」輪読会'],2
1230,40,2016-12-05,一般社団法人Pythonエンジニア育成推進協会,35.685400600000,40.0,139.740574000000,株式会社クリーク・アンド・リバー社　2F　レインボーホール,['Python3エンジニア認定基礎ベータ試験（12月5日開催）'],48
1231,7,2017-01-24,GEEKLAB.NAGANO,36.649238900000,15.0,138.182391500000,GEEKLAB長野,['長野ディープラーニングハンズオン準備勉強会(第6回)'],0
1232,9,2017-01-31,GEEKLAB.NAGANO,36.649238900000,15.0,138.182391500000,GEEKLAB長野,['長野ディープラーニングハンズオン準備勉強会(第7回)'],0
1233,10,2017-01-25,メイプルラボ,35.666506300000,10.0,139.763834200000,株式会社メイプルシステムズ　銀座オフィス,['第1回「ゼロから作るDeep Learning」読書会 in 銀座'],14
1234,110,2017-01-31,Python Study,,141.0,,ヤフー株式会社,['Python 3.6 リリースパーティー'],0
1235,26,2017-01-31,サポーターズ勉強会,35.655319500000,50.0,139.693779500000,サポーターズオフィス,['【学生＆若手エンジニア向け勉強会】実務で使う自然言語処理をする'],0
1236,9,2017-01-29,PyLadies Tokyo,35.691723300000,25.0,139.691089700000,株式会社オープンストリーム,['PyLadies Tokyo Meetup #18'],0
1237,12,2017-01-29,もくもくスタディ,35.623673700000,16.0,139.718144900000,株式会社ホワイトプラス,['第4回 Python機械学習プログラミング読書勉強会'],0
1238,22,2017-01-30,サポーターズ勉強会,35.655319500000,50.0,139.693779500000,サポーターズオフィス,['【学生＆若手エンジニア向け勉強会】エンジニアのためのブログ講座'],0
1239,6,2017-01-29, ,35.668123700000,10.0,139.753967700000,西新橋ビル5階,['ふわふわPython勉強会'],0
1240,19,2017-01-28,オープンCAE勉強会＠関西,34.692715400000,41.0,135.490468900000,大阪大学中之島センター 講義室302,['(1/28土PM)第54回 オープンCAE勉強会@関西＋堀 司先生講演'],0
1241,141,2017-01-11,Start Python Club,35.685400600000,150.0,139.740574000000,クリーク・アンド・リバー社,['みんなのPython勉強会#20'],2
1242,5,2017-01-27,情報系の学生()による輪講会,,10.0,,,['情報系の学生()による「ゼロから作るDeep Learning」輪講会#1'],0
1243,2,2017-01-29,Team AI,35.696575200000,10.0,139.771830100000,コワーキングスペース秋葉原Weeyble,['Kaggleのデータ分析コンペで一緒に勉強する会 by Team AI 1/29(日)'],0
1244,116,2017-01-27,PyData.Tokyo,,116.0,,株式会社リクルートテクノロジーズ 33F セミナールーム,['PyData.Tokyo Meetup #12 -強化学習'],52
1245,11,2017-01-28,キカガク,35.661443000000,15.0,139.703103000000,レンタルスペース糀屋箱機構808,['【好評により5枠増席】『脱ブラックボックス！』未経験者向け機械学習セミナー'],0
1246,30,2017-01-26,「ゼロから作るDeepLearning」読書会 in YOKOHAMA,35.446655200000,292.0,139.637757200000,さくらWORKS＜関内＞,['【開催延期】「ゼロから作るDeepLearning」読書会 in YOKOHAMA -- vol.4'],0
1247,23,2017-01-26,サポーターズ勉強会,35.655319500000,40.0,139.693779500000,サポーターズオフィス,['【学生＆若手エンジニア向け勉強会】Pythonを始めよう'],0
1248,16,2017-01-31,機械学習、深層学習、ビックデータ、人工知能、汎用人工知能 勉強会,35.696575200000,34.0,139.771830100000,コワーキングスペース秋葉原 Weeyble（ウィーブル),['ゼロから作るDeep Learning輪読 AND 勉強会「6章 学習に関するテクニック前半」'],0
1249,10,2017-01-29,Pythonもくもく会,35.667287000000,15.0,139.713863000000,株式会社 SQUEEZE ,['第13回 Pythonもくもく会'],0
1250,7,2017-01-25,サポーターズ勉強会,35.655319500000,20.0,139.693779500000,サポーターズオフィス,['【学生＆若手エンジニア向け勉強会】今こそ学ぶ、Kotlin入門（ハンズオン有）'],0
1251,3,2017-01-26,SiiMii,,,,,['オンラインワークショップ'],0
1252,50,2017-01-26,ABEJA-Innovation-Meetup,35.665303100000,50.0,139.743752500000,ABEJA Openspace,['トップエンジニアが解説！急成長スタートアップのシステムの裏側とAWS等最新技術活用事例'],21
1253,13,2017-01-28,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#3】「自然言語処理の基礎(奥村 学)」輪読会'],0
1254,37,2017-01-18,Forkwell,35.662666000000,40.0,139.700059300000,MRT株式会社（東京本社）,['開発部門における組織づくりの「虎の巻」'],0
1255,1,2017-01-30,Team AI,35.696575200000,15.0,139.771830100000,コワーキングスペース秋葉原Weeyble,['【学生歓迎】人工知能大学”Python”自主勉強会＠秋葉原1/30(月)'],0
1256,50,2017-01-31,BPStudy,35.682438700000,50.0,139.701713900000,国際英語学校代々木教会ビル会場 大会議室6Ｆ,['BPStudy#113 ブロックチェーン/機械学習と計算量・計算機'],44
1257,6,2017-01-30,Remote.hs,,8.0,,どこでも,['Remote.hs ディープラーニング #03 [Haskell][もくもく]'],0
1258,9,2017-01-21,キカガク,,11.0,,#HiveShibuya,['【先着10名】『脱ブラックボックス！』未経験者向け機械学習セミナー'],0
1259,21,2017-01-23,OpenWhisk meetup jp,35.657303400000,26.0,139.698277100000,株式会社オークファン,['Apache OpenWhisk meetup Vol.1 (祝Apache Incubator)'],3
1260,23,2017-01-24,サポーターズ勉強会,35.655319500000,50.0,139.693779500000,サポーターズオフィス,['【学生＆若手エンジニア向け勉強会】Docker入門'],0
1261,13,2017-01-25,Team AI,35.696575200000,15.0,139.771830100000,コワーキングスペース秋葉原Weeyble,['【学生・初心者歓迎】人工知能大学DeepLearning自主勉強会 Team AI 1/25（水）'],0
1262,7,2017-01-21,姫路IT系勉強会,34.829948800000,,134.690621600000,姫路獨協大学駅前サテライト,['姫路IT系勉強会 2017.01'],0
1263,100,2017-01-27,found it project,35.701237700000,100.0,139.745820400000,NATULUCK飯田橋東口 駅前店,['100席に増枠！Pythonデータサイエンス入門【found it project セミナー#4】'],8
1264,26,2017-01-24,機械学習、深層学習、ビックデータ、人工知能、汎用人工知能 勉強会,35.696575200000,34.0,139.771830100000,コワーキングスペース秋葉原 Weeyble（ウィーブル),['ゼロから作るDeep Learning輪読 AND 勉強会「5章 誤差逆伝播法 後半」'],0
1265,6,2017-01-23,PyCon JP スタッフ,,,,,['#pycamp 栃木小山の事前ミーティング(オンライン)'],0
1266,17,2017-01-21,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#4】「ゼロから作るDeep Learning ―Pythonで学ぶ理論と実装」輪読会'],8
1267,24,2017-01-20,Python mini Hack-a-thon,36.553117300000,25.0,138.349743600000,ペンション マウンテンパパ,['Python mini hack-a-thon 雪山合宿 2017'],0
1268,11,2017-01-29,MGTカレッジ,35.696006400000,15.0,139.698533200000,ＭＧＴカレッジ新宿校,['Python入門'],0
1269,15,2017-01-29,CrowdWorks,35.642363300000,25.0,139.713453100000,クラウドワークス,['【学生歓迎】第4回もくもく会：クラウドワークスがカフェ代わりに！？【社会人も歓迎】'],0
1270,24,2017-01-21,fin-py,35.657086900000,30.0,139.701308700000,DATUM STUDIO 8F会議室,['fin-pyもくもく会 #2'],0
1271,24,2017-01-21,PyData.Okinawa,26.336787400000,25.0,127.800408600000,Startup Cafe Koza,['PyData.Okinawa Meetup #21 - OpenAI Gymで強化学習'],0
